emp_no,Employee,Title,Gender,Birthday,Department,Salary,from_date,to_date
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$67392,1988-08-12,1989-08-12
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$68768,1989-08-12,1990-08-12
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$72279,1990-08-12,1991-08-12
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$76353,1991-08-12,1992-08-11
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$78420,1992-08-11,1993-08-11
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$80071,1993-08-11,1994-08-11
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$82522,1994-08-11,1995-08-11
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$85612,1995-08-11,1996-08-10
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$89267,1996-08-10,1997-08-10
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$90030,1997-08-10,1998-08-10
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$91996,1998-08-10,1999-08-10
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$96464,1999-08-10,2000-08-09
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$99793,2000-08-09,2001-08-09
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$100059,2001-08-09,9999-01-01
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$66761,1987-08-13,1988-08-12
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$67392,1988-08-12,1989-08-12
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$68768,1989-08-12,1990-08-12
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$72279,1990-08-12,1991-08-12
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$76353,1991-08-12,1992-08-11
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$78420,1992-08-11,1993-08-11
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$80071,1993-08-11,1994-08-11
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$82522,1994-08-11,1995-08-11
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$85612,1995-08-11,1996-08-10
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$89267,1996-08-10,1997-08-10
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$90030,1997-08-10,1998-08-10
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$91996,1998-08-10,1999-08-10
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$96464,1999-08-10,2000-08-09
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$99793,2000-08-09,2001-08-09
53390,"Aamodt, Dmitry","Senior Engineer",M,1961-05-24,Development,$100059,2001-08-09,9999-01-01
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$47025,1993-07-27,1994-07-27
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$49692,1994-07-27,1995-07-27
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$51508,1995-07-27,1996-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$54343,1996-07-26,1997-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$58156,1997-07-26,1998-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$58771,1998-07-26,1999-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$61413,1999-07-26,2000-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$63239,2000-07-25,2001-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$64526,2001-07-25,2002-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$67467,2002-07-25,9999-01-01
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$47025,1993-07-27,1994-07-27
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$49692,1994-07-27,1995-07-27
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$51508,1995-07-27,1996-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$54343,1996-07-26,1997-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$58156,1997-07-26,1998-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$58771,1998-07-26,1999-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$61413,1999-07-26,2000-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$63239,2000-07-25,2001-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$64526,2001-07-25,2002-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$67467,2002-07-25,9999-01-01
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$47025,1993-07-27,1994-07-27
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$49692,1994-07-27,1995-07-27
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$51508,1995-07-27,1996-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$54343,1996-07-26,1997-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$58156,1997-07-26,1998-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$58771,1998-07-26,1999-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$61413,1999-07-26,2000-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$63239,2000-07-25,2001-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$64526,2001-07-25,2002-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$67467,2002-07-25,9999-01-01
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$47025,1993-07-27,1994-07-27
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$49692,1994-07-27,1995-07-27
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$51508,1995-07-27,1996-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$54343,1996-07-26,1997-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$58156,1997-07-26,1998-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$58771,1998-07-26,1999-07-26
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$61413,1999-07-26,2000-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$63239,2000-07-25,2001-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$64526,2001-07-25,2002-07-25
103736,"Aamodt, Garnet","Senior Engineer",F,1964-04-27,"Quality Management",$67467,2002-07-25,9999-01-01
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$58845,1987-03-17,1988-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$60490,1988-03-16,1989-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$62822,1989-03-16,1990-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$62512,1990-03-16,1991-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$64243,1991-03-16,1992-03-15
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$68325,1992-03-15,1993-03-15
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$72264,1993-03-15,1993-05-27
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$58845,1987-03-17,1988-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$60490,1988-03-16,1989-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$62822,1989-03-16,1990-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$62512,1990-03-16,1991-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$64243,1991-03-16,1992-03-15
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$68325,1992-03-15,1993-03-15
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$72264,1993-03-15,1993-05-27
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$58845,1987-03-17,1988-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$60490,1988-03-16,1989-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$62822,1989-03-16,1990-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$62512,1990-03-16,1991-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$64243,1991-03-16,1992-03-15
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$68325,1992-03-15,1993-03-15
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$72264,1993-03-15,1993-05-27
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$58845,1987-03-17,1988-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$60490,1988-03-16,1989-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$62822,1989-03-16,1990-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$62512,1990-03-16,1991-03-16
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$64243,1991-03-16,1992-03-15
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$68325,1992-03-15,1993-03-15
90035,"Aamodt, Georgi",Engineer,M,1961-10-14,Production,$72264,1993-03-15,1993-05-27
64157,"Aamodt, Geraldo","Senior Staff",M,1964-01-29,"Human Resources",$41196,1987-08-11,1988-08-10
64157,"Aamodt, Geraldo","Senior Staff",M,1964-01-29,"Human Resources",$41420,1988-08-10,1988-10-10
64157,"Aamodt, Geraldo","Senior Staff",M,1964-01-29,"Human Resources",$41196,1987-08-11,1988-08-10
64157,"Aamodt, Geraldo","Senior Staff",M,1964-01-29,"Human Resources",$41420,1988-08-10,1988-10-10
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$68245,1991-08-10,1992-08-09
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$69845,1992-08-09,1993-08-09
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$71715,1993-08-09,1994-08-09
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$74191,1994-08-09,1995-08-09
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$75354,1995-08-09,1996-08-08
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$77411,1996-08-08,1997-08-08
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$77396,1997-08-08,1998-08-08
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$79296,1998-08-08,1999-08-08
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$80157,1999-08-08,2000-08-07
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$80649,2000-08-07,2001-08-07
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$80746,2001-08-07,9999-01-01
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$68245,1991-08-10,1992-08-09
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$69845,1992-08-09,1993-08-09
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$71715,1993-08-09,1994-08-09
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$74191,1994-08-09,1995-08-09
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$75354,1995-08-09,1996-08-08
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$77411,1996-08-08,1997-08-08
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$77396,1997-08-08,1998-08-08
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$79296,1998-08-08,1999-08-08
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$80157,1999-08-08,2000-08-07
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$80649,2000-08-07,2001-08-07
84904,"Aamodt, Gladys","Senior Engineer",F,1955-02-05,Development,$80746,2001-08-07,9999-01-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$57860,1988-05-04,1989-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$61373,1989-05-04,1990-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$64948,1990-05-04,1991-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$68088,1991-05-04,1992-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$71159,1992-05-03,1993-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$72312,1993-05-03,1994-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$74411,1994-05-03,1995-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$77927,1995-05-03,1996-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$80465,1996-05-02,1997-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$81829,1997-05-02,1998-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$82578,1998-05-02,1999-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$86785,1999-05-02,2000-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$87630,2000-05-01,2001-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$90251,2001-05-01,2002-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$91957,2002-05-01,9999-01-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$57860,1988-05-04,1989-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$61373,1989-05-04,1990-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$64948,1990-05-04,1991-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$68088,1991-05-04,1992-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$71159,1992-05-03,1993-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$72312,1993-05-03,1994-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$74411,1994-05-03,1995-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$77927,1995-05-03,1996-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$80465,1996-05-02,1997-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$81829,1997-05-02,1998-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$82578,1998-05-02,1999-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$86785,1999-05-02,2000-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$87630,2000-05-01,2001-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$90251,2001-05-01,2002-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$91957,2002-05-01,9999-01-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$57860,1988-05-04,1989-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$61373,1989-05-04,1990-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$64948,1990-05-04,1991-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$68088,1991-05-04,1992-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$71159,1992-05-03,1993-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$72312,1993-05-03,1994-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$74411,1994-05-03,1995-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$77927,1995-05-03,1996-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$80465,1996-05-02,1997-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$81829,1997-05-02,1998-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$82578,1998-05-02,1999-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$86785,1999-05-02,2000-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$87630,2000-05-01,2001-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$90251,2001-05-01,2002-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$91957,2002-05-01,9999-01-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$57860,1988-05-04,1989-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$61373,1989-05-04,1990-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$64948,1990-05-04,1991-05-04
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$68088,1991-05-04,1992-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$71159,1992-05-03,1993-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$72312,1993-05-03,1994-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$74411,1994-05-03,1995-05-03
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$77927,1995-05-03,1996-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$80465,1996-05-02,1997-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$81829,1997-05-02,1998-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$82578,1998-05-02,1999-05-02
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$86785,1999-05-02,2000-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$87630,2000-05-01,2001-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$90251,2001-05-01,2002-05-01
107608,"Aamodt, Gretta","Assistant Engineer",M,1960-09-23,Production,$91957,2002-05-01,9999-01-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$57860,1988-05-04,1989-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$61373,1989-05-04,1990-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$64948,1990-05-04,1991-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$68088,1991-05-04,1992-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$71159,1992-05-03,1993-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$72312,1993-05-03,1994-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$74411,1994-05-03,1995-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$77927,1995-05-03,1996-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$80465,1996-05-02,1997-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$81829,1997-05-02,1998-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$82578,1998-05-02,1999-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$86785,1999-05-02,2000-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$87630,2000-05-01,2001-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$90251,2001-05-01,2002-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$91957,2002-05-01,9999-01-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$57860,1988-05-04,1989-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$61373,1989-05-04,1990-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$64948,1990-05-04,1991-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$68088,1991-05-04,1992-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$71159,1992-05-03,1993-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$72312,1993-05-03,1994-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$74411,1994-05-03,1995-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$77927,1995-05-03,1996-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$80465,1996-05-02,1997-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$81829,1997-05-02,1998-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$82578,1998-05-02,1999-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$86785,1999-05-02,2000-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$87630,2000-05-01,2001-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$90251,2001-05-01,2002-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$91957,2002-05-01,9999-01-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$57860,1988-05-04,1989-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$61373,1989-05-04,1990-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$64948,1990-05-04,1991-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$68088,1991-05-04,1992-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$71159,1992-05-03,1993-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$72312,1993-05-03,1994-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$74411,1994-05-03,1995-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$77927,1995-05-03,1996-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$80465,1996-05-02,1997-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$81829,1997-05-02,1998-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$82578,1998-05-02,1999-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$86785,1999-05-02,2000-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$87630,2000-05-01,2001-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$90251,2001-05-01,2002-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$91957,2002-05-01,9999-01-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$57860,1988-05-04,1989-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$61373,1989-05-04,1990-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$64948,1990-05-04,1991-05-04
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$68088,1991-05-04,1992-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$71159,1992-05-03,1993-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$72312,1993-05-03,1994-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$74411,1994-05-03,1995-05-03
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$77927,1995-05-03,1996-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$80465,1996-05-02,1997-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$81829,1997-05-02,1998-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$82578,1998-05-02,1999-05-02
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$86785,1999-05-02,2000-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$87630,2000-05-01,2001-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$90251,2001-05-01,2002-05-01
107608,"Aamodt, Gretta",Engineer,M,1960-09-23,Production,$91957,2002-05-01,9999-01-01
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$58123,1992-04-22,1993-04-22
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$62068,1993-04-22,1994-04-22
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$64714,1994-04-22,1995-04-22
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$66418,1995-04-22,1996-04-21
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$69463,1996-04-21,1997-04-21
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$69628,1997-04-21,1998-04-21
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$72375,1998-04-21,1999-04-21
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$72382,1999-04-21,2000-04-20
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$73823,2000-04-20,2001-04-20
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$76258,2001-04-20,2002-04-20
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$78028,2002-04-20,9999-01-01
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$58123,1992-04-22,1993-04-22
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$62068,1993-04-22,1994-04-22
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$64714,1994-04-22,1995-04-22
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$66418,1995-04-22,1996-04-21
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$69463,1996-04-21,1997-04-21
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$69628,1997-04-21,1998-04-21
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$72375,1998-04-21,1999-04-21
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$72382,1999-04-21,2000-04-20
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$73823,2000-04-20,2001-04-20
100916,"Aamodt, Heejo",Engineer,M,1965-01-18,Development,$76258,2001-04-20,2002-04-20
